filename,emotion,mfcc
1015_DFA_SAD_XX,NEU,"[-9.3263049e+02 -9.3263049e+02 -9.1706464e+02 ...  5.3169327e+00
 -4.1365995e+00  6.1028433e-01]"
1015_DFA_ANG_XX,ANG,"[-7.9612396e+02 -7.9612396e+02 -7.9612396e+02 ... -1.7034794e+01
 -9.1583328e+00 -4.4135422e-01]"
1015_DFA_FEA_XX,FEA,"[-874.5394    -874.5394    -870.5693    ...  -10.867078   -11.076759
    1.3414477]"
1015_DFA_DIS_XX,DIS,"[-8.9793823e+02 -8.9793823e+02 -8.9722180e+02 ...  3.3753436e+00
  2.0473723e+00 -5.3489208e-03]"
1015_ITS_NEU_XX,NEU,"[-951.3951    -951.3951    -935.40814   ...   -1.5513276    2.4310768
   -3.436715 ]"
1015_ITS_HAP_XX,HAP,"[-830.6762    -830.6762    -830.6762    ...   -7.4752192   -8.051742
   -7.396691 ]"
1015_ITS_SAD_XX,NEU,"[-9.0927026e+02 -9.0927026e+02 -8.7887164e+02 ... -7.4997044e+00
  5.5461106e+00  7.8387743e-01]"
1015_ITS_ANG_XX,ANG,"[-7.9853503e+02 -7.9853503e+02 -7.9853503e+02 ...  5.2685795e+00
  8.2748451e+00 -2.1718854e-01]"
1015_ITS_FEA_XX,NEU,"[-955.7356    -955.7356    -903.1825    ...   -6.469895     2.7587624
   -2.5510626]"
1015_ITS_DIS_XX,NEU,"[-911.7806    -911.7806    -896.99396   ...   -1.3321273    5.519393
   -2.8300781]"
1015_TSI_NEU_XX,NEU,"[-9.1371521e+02 -9.1371521e+02 -8.8103735e+02 ...  3.2623706e+00
 -2.5678205e+00  6.9544733e-01]"
1015_TSI_HAP_XX,FEA,"[-862.9828    -862.9828    -861.85846   ...    5.544359    -3.6263103
   -6.3554363]"
1015_TSI_SAD_XX,FEA,"[-958.4373   -958.4373   -935.5587   ...   14.518432    8.012012
    8.074931]"
1015_TSI_ANG_XX,ANG,"[-802.692     -802.692     -802.3046    ...    0.           0.
    3.7626429]"
1015_TSI_FEA_XX,FEA,"[-853.1254    -853.1254    -848.6169    ...   -8.026914    13.8102665
    8.8306055]"
1015_TSI_DIS_XX,NEU,"[-913.08545   -913.08545   -911.0487    ...    2.2919264   -2.1907117
   -1.3977386]"
1015_WSI_NEU_XX,NEU,"[-949.8451    -949.8451    -934.1984    ...   -2.4261456   -3.4073167
   -1.7183855]"
1015_WSI_HAP_XX,NEU,"[-8.9833649e+02 -8.9833649e+02 -8.8042999e+02 ... -4.0346904e+00
 -3.5085666e+00  4.0512848e-01]"
1015_WSI_SAD_XX,NEU,"[-953.7937    -953.7937    -933.7842    ...   -8.349008    -6.079923
    1.8898523]"
1015_WSI_ANG_XX,ANG,"[-8.1450024e+02 -8.1450024e+02 -8.1450024e+02 ... -6.5144415e+00
 -4.9243128e-01 -1.7519871e+00]"
1015_WSI_FEA_XX,FEA,"[-971.209     -971.209     -921.8248    ...    5.419288     2.4616523
    5.1095676]"
1015_WSI_DIS_XX,NEU,"[-871.60846   -871.60846   -871.60846   ...    7.279922     4.382422
   -1.4609749]"
1016_IEO_NEU_XX,NEU,"[-940.7813    -940.7813    -926.88776   ...   18.858582     1.5538857
    7.6692452]"
1016_IEO_HAP_LO,HAP,"[-983.51544   -983.51544   -958.5493    ...   -1.7637248   -1.724236
   -3.1624155]"
1016_IEO_HAP_MD,NEU,"[-882.88184   -882.88184   -878.67285   ...   -1.3329107    5.171653
   -7.8675637]"
1016_IEO_HAP_HI,NEU,"[-933.1694    -933.1694    -928.8876    ...   13.276412     5.271222
   -4.7476234]"
1016_IEO_SAD_LO,NEU,"[-969.0994    -969.0994    -918.1344    ...   14.708124     7.8850703
    9.2900505]"
1016_IEO_SAD_MD,NEU,"[-994.26776   -994.21893   -944.3028    ...   -2.4564211   -5.802413
   -8.167145 ]"
1016_IEO_SAD_HI,NEU,"[-9.3906409e+02 -9.3906409e+02 -9.0879272e+02 ...  2.1149674e-01
 -5.4208183e+00  2.2230694e+00]"
1016_IEO_ANG_LO,NEU,"[-844.02875   -844.02875   -844.02875   ...   -5.98962      1.3407677
  -10.173974 ]"
1016_IEO_ANG_MD,ANG,"[-833.49457   -833.49457   -833.4945    ...   -2.3758144   -8.56945
  -16.385288 ]"
1016_IEO_ANG_HI,ANG,"[-677.3163    -677.3163    -677.3163    ...   -2.349741    -6.0162168
   -1.949932 ]"
1016_IEO_FEA_LO,NEU,"[-9.6660919e+02 -9.6660919e+02 -9.1999719e+02 ...  2.0328081e-01
 -1.3467447e+01 -8.1505146e+00]"
1016_IEO_FEA_MD,NEU,"[-9.0926740e+02 -9.0926740e+02 -9.0673444e+02 ...  7.1996613e+00
  3.1091571e-02 -1.4348583e+00]"
1016_IEO_FEA_HI,FEA,"[-885.7965    -885.7965    -879.60834   ...   -2.6300497  -13.241344
  -10.94322  ]"
1016_IEO_DIS_LO,DIS,"[-975.0302    -975.0302    -920.1353    ...   10.957624    -2.6630166
   -1.0695963]"
1016_IEO_DIS_MD,DIS,"[-821.6764    -821.6764    -821.0673    ...   -8.224339     5.7681475
    5.2811184]"
1016_IEO_DIS_HI,DIS,"[-857.9538    -857.9538    -857.9538    ...   -7.6938844   -9.987295
    4.9162655]"
1016_TIE_NEU_XX,NEU,"[-9.4585352e+02 -9.4585352e+02 -8.8636609e+02 ...  2.5724888e-02
  3.6517482e+00  1.8597431e+00]"
1016_TIE_HAP_XX,NEU,"[-818.7399    -818.7399    -818.7399    ...    6.950667     2.4783149
   -1.2309533]"
1016_TIE_SAD_XX,NEU,"[-977.08093   -976.55      -885.42004   ...  -11.404035    -7.186328
   -3.3150382]"
1016_TIE_ANG_XX,ANG,"[-721.5883    -721.5883    -721.5883    ...   -2.835301    -3.420108
    2.6470265]"
1016_TIE_FEA_XX,ANG,"[-7.6872052e+02 -7.6872052e+02 -7.6872052e+02 ... -4.6490133e-01
  1.3979018e+00 -2.8253732e+00]"
1016_TIE_DIS_XX,ANG,"[-870.606     -870.606     -870.52545   ...    2.4153864  -18.746204
    4.69658  ]"
1016_IOM_NEU_XX,NEU,"[-905.23096   -905.23096   -904.36884   ...   -6.387439    -1.3694737
   -7.257299 ]"
1016_IOM_HAP_XX,NEU,"[-867.1194    -867.1194    -864.62085   ...    4.545908    -4.7810655
   -3.474836 ]"
1016_IOM_SAD_XX,NEU,"[-1030.8279    -1030.6259     -972.00653   ...     9.863322     11.913805
     1.2890996]"
1016_IOM_ANG_XX,NEU,"[-8.5955725e+02 -8.5955725e+02 -8.5785498e+02 ... -7.3425913e+00
 -6.4882946e+00  5.7902634e-01]"
1016_IOM_FEA_XX,NEU,"[-7.9324622e+02 -7.9324622e+02 -7.9324622e+02 ...  1.3816448e+01
  8.6741161e+00  4.7797596e-01]"
1016_IOM_DIS_XX,NEU,"[-883.8083    -883.8083    -880.96063   ...   -1.7644105   -3.7411954
   -6.853258 ]"
1016_IWW_NEU_XX,NEU,"[-874.7062   -874.7062   -868.25104  ...   -6.913987   -5.107074
   -9.668499]"
1016_IWW_HAP_XX,NEU,"[-759.35876   -759.35876   -759.35876   ...  -16.07901    -15.3948555
   -8.169548 ]"
1016_IWW_SAD_XX,NEU,"[-937.0377    -937.0377    -929.06976   ...   -6.2409077    7.092883
   -2.6158168]"
1016_IWW_ANG_XX,ANG,"[-796.2497     -796.2497     -796.2497     ...  -13.694405     -0.84685993
   -4.1947393 ]"
1016_IWW_FEA_XX,NEU,"[-8.8709180e+02 -8.8709180e+02 -8.8080823e+02 ... -6.7990589e-01
 -1.3663919e+01 -1.8525265e+01]"
1016_IWW_DIS_XX,NEU,"[-9.0672272e+02 -9.0672272e+02 -9.0136310e+02 ... -9.2058945e-01
 -2.0897079e-01  3.9611843e+00]"
1016_TAI_NEU_XX,NEU,"[-9.2802405e+02 -9.2802405e+02 -9.2260687e+02 ...  0.0000000e+00
 -4.0171325e-01 -7.4102645e+00]"
1016_TAI_HAP_XX,HAP,"[-772.793     -772.793     -772.793     ...  -10.723373   -10.6479225
    3.739389 ]"
1016_TAI_SAD_XX,DIS,"[-8.648557e+02 -8.648557e+02 -8.647341e+02 ... -8.421575e-01  9.608105e+00
  4.369812e+00]"
1016_TAI_ANG_XX,FEA,"[-750.0694    -750.0694    -750.0694    ...    2.7312465    6.9771366
   -8.417349 ]"
1016_TAI_FEA_XX,FEA,"[-888.6012   -888.6012   -886.6195   ...   23.055649    9.281645
    9.537912]"
1016_TAI_DIS_XX,DIS,"[-801.2288    -801.2288    -801.2288    ...  -11.731329    -9.109292
    1.4847841]"
1016_MTI_NEU_XX,NEU,"[-889.8149    -889.8149    -875.1698    ...   -6.4851875   -8.261204
   -1.1968501]"
1016_MTI_HAP_XX,NEU,"[-905.92053   -905.92053   -898.68713   ...   -8.882502    -3.0627396
   -1.438252 ]"
1016_MTI_SAD_XX,NEU,"[-8.7359967e+02 -8.7359967e+02 -8.7257861e+02 ...  6.3749561e+00
 -6.2550426e-02 -1.0864441e+01]"
1016_MTI_ANG_XX,ANG,"[-752.38165   -752.38165   -752.38165   ...   -3.045269     5.2646565
   -1.1357589]"
1016_MTI_FEA_XX,FEA,"[-838.8169    -838.8169    -837.38995   ...   -1.7248125   -8.64979
  -14.606843 ]"
1016_MTI_DIS_XX,HAP,"[-776.039     -776.039     -776.039     ...   -7.091387   -10.796455
   -4.2546964]"
1016_IWL_NEU_XX,NEU,"[-867.6175    -867.6175    -867.6175    ...    3.474536    -1.0416057
   -3.2387218]"
1016_IWL_HAP_XX,NEU,"[-9.2507544e+02 -9.2507544e+02 -9.1612311e+02 ... -7.9730859e+00
  3.2242358e-01 -4.5282969e-01]"
1016_IWL_SAD_XX,SAD,"[-886.24664   -886.24664   -884.2605    ...   -2.999197    -3.8519475
  -10.323091 ]"
1016_IWL_ANG_XX,ANG,"[-672.6646   -672.6646   -672.6646   ...    4.817132    1.224978
   -2.156387]"
1016_IWL_FEA_XX,ANG,"[-729.126    -729.126    -729.126    ...  -10.433834  -11.118401
  -13.005982]"
1016_IWL_DIS_XX,DIS,"[-860.21594   -860.21594   -852.67255   ...    7.097336    -0.9725555
   -4.0901194]"
1016_ITH_NEU_XX,NEU,"[-885.72485   -885.72485   -866.66364   ...   -3.163348    10.97258
    1.7652501]"
1016_ITH_HAP_XX,NEU,"[-832.6251    -832.6251    -832.2204    ...   -4.5678463   -5.6803713
   -6.517274 ]"
1016_ITH_SAD_XX,SAD,"[-909.1649    -909.1649    -903.23206   ...    1.0589476  -14.422399
   -6.290146 ]"
1016_ITH_ANG_XX,ANG,"[-761.373     -761.373     -761.373     ...    0.           0.
   -2.9079566]"
1016_ITH_FEA_XX,FEA,"[-8.0178668e+02 -8.0178668e+02 -8.0178668e+02 ... -1.9035056e+00
 -1.0144556e+01  3.2345998e-01]"
1016_ITH_DIS_XX,NEU,"[-9.3633380e+02 -9.3633380e+02 -9.0928442e+02 ... -6.2400538e-01
 -2.6853132e+00 -1.0988221e+01]"
1016_DFA_NEU_XX,NEU,"[-825.9917   -825.9917   -825.66766  ...   14.364568   18.56337
   14.852053]"
1016_DFA_HAP_XX,NEU,"[-747.26276  -747.26276  -747.26276  ...  -12.887079  -26.15681
  -13.815232]"
1016_DFA_SAD_XX,SAD,"[-9.02829895e+02 -9.02829895e+02 -9.02585693e+02 ... -3.90667677e-01
 -1.55421658e+01 -1.07625065e+01]"
1016_DFA_ANG_XX,ANG,"[-704.65674   -704.65674   -704.65674   ...   -8.871512    -6.5198154
   -1.282492 ]"
1016_DFA_FEA_XX,NEU,"[-984.6053    -984.6053    -943.485     ...    5.911785     3.8105998
    2.37119  ]"
1016_DFA_DIS_XX,ANG,"[-793.45605    -793.45605    -793.45605    ...   -0.95996696   -4.4773855
   -4.3984823 ]"
1016_ITS_NEU_XX,NEU,"[-8.1371021e+02 -8.1371021e+02 -8.1371021e+02 ...  1.1321518e-01
 -3.6883869e+00 -5.1292095e+00]"
1016_ITS_HAP_XX,HAP,"[-877.3275    -877.3275    -873.57465   ...  -11.120753    -4.1738806
   -6.395235 ]"
1016_ITS_SAD_XX,NEU,"[-904.1527    -904.1527    -900.12274   ...   -3.9967675    1.6655583
    5.5637903]"
1016_ITS_ANG_XX,ANG,"[-7.3191327e+02 -7.3191327e+02 -7.3191327e+02 ... -5.0793824e+00
 -3.5370469e-01 -6.7838917e+00]"
1016_ITS_FEA_XX,NEU,"[-957.4279    -957.4279    -926.95166   ...    2.0225363    4.641856
   -2.4240685]"
1016_ITS_DIS_XX,DIS,"[-835.15497  -835.15497  -835.15497  ...    4.385871  -11.083246
    5.202583]"
1016_TSI_NEU_XX,NEU,"[-815.547    -815.547    -815.0904   ...  -11.936182  -11.452108
    1.08045 ]"
1016_TSI_HAP_XX,NEU,"[-833.1882    -833.1882    -833.1882    ...   -4.356301    -6.8946967
   -2.6527088]"
1016_TSI_SAD_XX,DIS,"[-876.08215   -876.08215   -871.7183    ...   -3.7032561  -11.522436
  -11.428492 ]"
1016_TSI_ANG_XX,ANG,"[-689.79565   -689.79565   -689.79565   ...   -2.3773925   -9.20026
  -12.092974 ]"
1016_TSI_FEA_XX,FEA,"[-8.5518909e+02 -8.5518909e+02 -8.5409570e+02 ...  2.7012539e+00
 -1.0968853e+00 -8.0602920e-01]"
1016_TSI_DIS_XX,DIS,"[-7.5829175e+02 -7.5829175e+02 -7.5829175e+02 ...  5.7454224e+00
 -4.8611581e-01 -5.0855341e+00]"
1016_WSI_NEU_XX,NEU,"[-847.5212    -847.5212    -843.9178    ...   -4.829093     5.1477966
    8.298807 ]"
1016_WSI_HAP_XX,ANG,"[-8.1584473e+02 -8.1584473e+02 -8.1584137e+02 ... -4.5769960e-03
 -6.1375837e+00 -2.0968742e+01]"
1016_WSI_SAD_XX,NEU,"[-950.47076  -950.47076  -901.26715  ...  -22.129063  -19.104053
  -11.332309]"
1016_WSI_ANG_XX,ANG,"[-696.3708     -696.3708     -696.3708     ...   -0.85550845   -0.9333578
   -2.1591167 ]"
1016_WSI_FEA_XX,SAD,"[-953.8716    -953.8716    -929.6924    ...    5.678522    -3.7665272
    1.4216437]"
1016_WSI_DIS_XX,ANG,"[-836.9554    -836.9554    -836.9554    ...    4.159295     4.4287634
   -6.23063  ]"
1017_IEO_NEU_XX,NEU,"[-936.89886   -936.89886   -923.2451    ...    5.089926     7.275695
    3.6007862]"
1017_IEO_HAP_LO,NEU,"[-847.7706   -847.7706   -847.7706   ...  -13.607057   -4.474903
    4.004549]"
1017_IEO_HAP_MD,NEU,"[-879.33984   -879.33984   -870.22217   ...    7.7384167   -5.129133
  -10.700983 ]"
1017_IEO_HAP_HI,HAP,"[-814.8832    -814.8832    -811.9556    ...   -6.3559575   -9.0246315
   -7.964916 ]"
1017_IEO_SAD_LO,NEU,"[-1042.2095    -1040.4598     -949.9727    ...     1.2648113    -8.453163
     9.14045  ]"
1017_IEO_SAD_MD,NEU,"[-993.66455   -993.66455   -936.57605   ...  -10.0885315  -12.213589
   -2.1899462]"
1017_IEO_SAD_HI,NEU,"[-1063.5077    -1057.0437     -904.6583    ...   -23.351257     -3.2310596
   -16.414595 ]"
1017_IEO_ANG_LO,ANG,"[-774.3453   -774.3453   -774.3426   ...  -21.03304   -16.665554
  -18.39484 ]"
1017_IEO_ANG_MD,NEU,"[-751.09326   -751.09326   -751.09326   ...    2.44456      4.5538626
   -2.1530588]"
1017_IEO_ANG_HI,DIS,"[-762.67596   -762.67596   -762.67596   ...   -2.3671188   -1.1077015
    4.394515 ]"
1017_IEO_FEA_LO,NEU,"[-9.8954407e+02 -9.8945453e+02 -9.5539362e+02 ... -4.9834452e+00
 -5.9029084e-01 -4.1766162e+00]"
1017_IEO_FEA_MD,NEU,"[-9.6444104e+02 -9.6406207e+02 -8.8156860e+02 ...  2.7963083e+00
 -1.9349051e+00 -3.9066076e-03]"
1017_IEO_FEA_HI,SAD,"[-959.0721   -959.009    -931.2341   ...   -4.239184   -9.355474
   -8.486385]"
1017_IEO_DIS_LO,SAD,"[-1015.12335   -1014.58075    -949.63806   ...     6.5072145    -2.761474
     7.5506263]"
1017_IEO_DIS_MD,NEU,"[-9.1474426e+02 -9.1474426e+02 -8.9976007e+02 ... -7.5762856e-01
 -2.1477480e+00  2.7894306e+00]"
1017_IEO_DIS_HI,SAD,"[-9.1983838e+02 -9.1983838e+02 -9.0316003e+02 ... -1.1674165e+01
 -1.8876100e-01 -4.2393408e+00]"
1017_TIE_NEU_XX,NEU,"[-919.08746   -919.08746   -882.0991    ...    4.2305775    4.1438017
   -2.074074 ]"
1017_TIE_HAP_XX,NEU,"[-921.39655   -921.39655   -897.7354    ...   -2.0199456   -4.6379905
   -3.271059 ]"
1017_TIE_SAD_XX,NEU,"[-983.9649    -983.0156    -904.2665    ...    2.7982519    4.4171
   -1.4611503]"
1017_TIE_ANG_XX,DIS,"[-9.5144055e+02 -9.5144055e+02 -9.4078296e+02 ...  8.8226628e-01
  1.7087337e+01  7.2959828e-01]"
1017_TIE_FEA_XX,NEU,"[-901.19055   -901.19055   -900.2932    ...   -6.933012    -3.765109
   -1.2607007]"
1017_TIE_DIS_XX,NEU,"[-991.5647    -991.4141    -963.5635    ...    5.4368887   -8.905523
    6.3791113]"
1017_IOM_NEU_XX,NEU,"[-825.09485   -825.09485   -825.09485   ...   -8.433372     2.9134219
   -1.3250945]"
1017_IOM_HAP_XX,NEU,"[-922.02484  -922.02484  -899.71826  ...  -23.339355  -34.92614
  -30.890812]"
1017_IOM_SAD_XX,NEU,"[-971.728    -971.6685   -933.79266  ...   -1.607055  -12.885347
   -6.108684]"
1017_IOM_ANG_XX,NEU,"[-8.90339111e+02 -8.90339111e+02 -8.89700195e+02 ... -5.34973431e+00
  4.72678244e-01 -1.02481985e+01]"
1017_IOM_FEA_XX,NEU,"[-973.62604   -973.62604   -932.19855   ...   -9.3349285   -6.6130915
   -3.952932 ]"
1017_IOM_DIS_XX,ANG,"[-922.42096  -922.42096  -910.21765  ...  -12.206652    7.705398
    4.60907 ]"
1017_IWW_NEU_XX,NEU,"[-958.5517    -958.5517    -934.58307   ...   -6.0027046  -13.825676
   -7.316744 ]"
1017_IWW_HAP_XX,NEU,"[-815.7431    -815.7431    -815.4601    ...  -17.480389     2.0843685
   -5.1727943]"
1017_IWW_SAD_XX,FEA,"[-992.8429   -992.8429   -927.17944  ...    5.35766    11.789398
  -11.333376]"
1017_IWW_ANG_XX,NEU,"[-1002.9386    -1002.9386     -906.6921    ...     8.180804     12.676215
     2.3226478]"
1017_IWW_FEA_XX,FEA,"[-1002.9386    -1002.9386     -906.6921    ...     8.180804     12.676215
     2.3226478]"
1017_IWW_DIS_XX,FEA,"[-1017.9913    -1017.9224     -937.24084   ...    -5.458397     -7.382649
     7.5277357]"
1017_TAI_NEU_XX,NEU,"[-931.52747   -931.52747   -925.7604    ...   -2.1519597    3.627141
    1.3889141]"
1017_TAI_HAP_XX,NEU,"[-883.26605   -883.26605   -861.6047    ...   -6.1734934  -11.619642
   -5.687312 ]"
1017_TAI_SAD_XX,NEU,"[-915.2319    -915.2319    -907.21954   ...    9.390791    12.644174
    2.2082741]"
1017_TAI_ANG_XX,NEU,"[-855.5339     -855.5339     -855.5339     ...    4.0862675     6.0658092
   -0.86797476]"
1017_TAI_FEA_XX,NEU,"[-833.22217   -833.22217   -827.0855    ...   -4.967292    -6.1406455
    4.0465646]"
1017_TAI_DIS_XX,NEU,"[-8.0238458e+02 -8.0238458e+02 -8.0232391e+02 ... -2.0947897e+00
 -7.7335656e-01 -9.3999014e+00]"
1017_MTI_NEU_XX,NEU,"[-906.5685    -906.5685    -873.86194   ...   -5.4673557   10.599216
   -6.018732 ]"
1017_MTI_HAP_XX,NEU,"[-829.25586  -829.25586  -829.25586  ...  -13.909235  -20.49404
  -12.411894]"
1017_MTI_SAD_XX,NEU,"[-9.3347253e+02 -9.3347253e+02 -8.1349817e+02 ...  3.6782632e+00
 -2.0363538e+00 -5.0766617e-01]"
1017_MTI_ANG_XX,NEU,"[-8.8627368e+02 -8.8627368e+02 -8.8204498e+02 ... -1.4845707e+01
 -4.7885723e+00  1.2366241e-01]"
1017_MTI_FEA_XX,NEU,"[-952.0426    -952.0426    -913.1119    ...    1.3942508   -9.596954
   -2.4129958]"
1017_MTI_DIS_XX,ANG,"[-1.0173067e+03 -1.0167710e+03 -9.5182581e+02 ...  3.7568464e+00
 -2.5418147e-01 -7.6672311e+00]"
1017_IWL_NEU_XX,NEU,"[-8.482039e+02 -8.482039e+02 -8.482039e+02 ... -5.619973e+00  6.294267e-01
 -1.172917e+01]"
1017_IWL_HAP_XX,NEU,"[-805.2514    -805.2514    -804.9777    ...   -5.612739     6.6254563
   10.18696  ]"
1017_IWL_SAD_XX,NEU,"[-9.285759e+02 -9.285759e+02 -9.013072e+02 ...  1.125305e-01  6.856063e+00
  3.605244e-01]"
1017_IWL_ANG_XX,NEU,"[-756.74634   -756.74634   -756.74634   ...   -1.4880683   -8.737852
   -1.2643237]"
1017_IWL_FEA_XX,NEU,"[-755.0964    -755.0964    -755.0964    ...    7.527725     5.1789274
    1.2875896]"
1017_IWL_DIS_XX,NEU,"[-933.67737   -933.67737   -921.086     ...   -8.5134535   -1.8356407
    3.1026409]"
1017_ITH_NEU_XX,NEU,"[-907.5836    -907.5836    -882.19165   ...   -9.5884905    4.0651636
   -5.253339 ]"
1017_ITH_HAP_XX,NEU,"[-8.5259375e+02 -8.5259375e+02 -8.5236420e+02 ...  1.7746944e+00
  2.6700122e+00 -3.0417728e-01]"
1017_ITH_SAD_XX,NEU,"[-933.1685    -933.1685    -917.1731    ...    5.005001    -2.5569649
   -4.9929194]"
1017_ITH_ANG_XX,DIS,"[-934.8994    -934.8994    -906.9428    ...   -2.5900087    2.5590785
    8.242022 ]"
1017_ITH_FEA_XX,NEU,"[-9.6354352e+02 -9.6354352e+02 -9.4995563e+02 ...  1.8397045e+00
 -8.9758492e-01 -1.7043549e+00]"
1017_ITH_DIS_XX,NEU,"[-951.1552    -951.1552    -935.21674   ...    7.684721    -6.525872
    7.2701683]"
1017_DFA_NEU_XX,NEU,"[-8.68605286e+02 -8.68605286e+02 -8.68605286e+02 ... -6.11550188e+00
  1.57051306e+01 -1.19639575e-01]"
1017_DFA_HAP_XX,NEU,"[-798.42426   -798.42426   -798.279     ...   -0.847164     3.2240431
    5.6760793]"
1017_DFA_SAD_XX,NEU,"[-931.85126  -931.85126  -924.5449   ...    8.120139   13.26038
    6.840576]"
1017_DFA_ANG_XX,NEU,"[-850.1102   -850.1102   -849.5878   ...   -8.826803   -6.188875
  -16.686352]"
1017_DFA_FEA_XX,NEU,"[-889.6396   -889.6396   -869.19293  ...   -9.26162    -3.170508
   -8.872907]"
1017_DFA_DIS_XX,NEU,"[-1028.7792    -1026.0674     -878.9168    ...     3.357036     -1.4392705
    -7.960209 ]"
1017_ITS_NEU_XX,NEU,"[-929.57275   -929.57275   -924.22394   ...   -5.534377    -1.3015196
   -0.9799937]"
1017_ITS_HAP_XX,NEU,"[-827.0885    -827.0885    -823.10114   ...    3.4646218    4.9348493
   -1.2392344]"
1017_ITS_SAD_XX,NEU,"[-963.48047  -963.48047  -947.431    ...   20.360245   10.640419
    5.292365]"
1017_ITS_ANG_XX,NEU,"[-942.71564   -942.71564   -928.5006    ...   -5.1865506   12.796913
    7.241115 ]"
1017_ITS_FEA_XX,NEU,"[-9.6034991e+02 -9.6034991e+02 -9.1834613e+02 ... -4.8229992e-02
  5.0334704e-01 -3.2930820e+00]"
1017_ITS_DIS_XX,FEA,"[-1.0549000e+03 -1.0530581e+03 -9.6079944e+02 ...  7.4465156e+00
 -7.6251984e-02 -4.8410549e+00]"
1017_TSI_NEU_XX,NEU,"[-9.0612256e+02 -9.0612256e+02 -8.8784204e+02 ...  7.6952666e-02
  2.8709950e+00  1.9422511e+00]"
1017_TSI_HAP_XX,NEU,"[-865.3556    -865.3556    -857.87164   ...   -6.203482   -10.920508
   -1.6834226]"
1017_TSI_SAD_XX,NEU,"[-9.5558081e+02 -9.5528784e+02 -8.6793457e+02 ...  5.9334815e-01
  4.0381742e+00 -2.4963927e+00]"
1017_TSI_ANG_XX,NEU,"[-906.5755   -906.5755   -906.3078   ...   -3.440569   -7.750765
  -16.191042]"
1017_TSI_FEA_XX,NEU,"[-869.8659    -869.8659    -869.39813   ...    5.7319384    6.7502007
   -1.4439752]"
1017_TSI_DIS_XX,DIS,"[-894.28723   -894.28723   -877.4336    ...    1.3016715    8.011677
    6.4908657]"
1017_WSI_NEU_XX,NEU,"[-914.98474   -914.98474   -912.0933    ...    5.388793     6.8829145
   14.095028 ]"
1017_WSI_HAP_XX,ANG,"[-813.3987    -813.3987    -813.3987    ...    5.9861994    2.125061
    1.3055439]"
1017_WSI_SAD_XX,DIS,"[-921.9154    -921.9154    -919.0515    ...  -15.116425   -18.098034
   -7.9333744]"
1017_WSI_ANG_XX,ANG,"[-837.682     -837.682     -837.5837    ...    6.8410907   10.7426
   -2.8385673]"
1017_WSI_FEA_XX,ANG,"[-846.42554  -846.42554  -846.41736  ...   -6.263208   -2.06991
   -9.211971]"
1017_WSI_DIS_XX,ANG,"[-907.8569    -907.8569    -891.2965    ...   -1.7771499   -5.2865553
    5.4544487]"
1018_IEO_NEU_XX,NEU,"[-986.6998    -986.699     -956.22046   ...   -8.123608    -2.5601609
   -1.3183682]"
1018_IEO_HAP_LO,NEU,"[-967.91376   -967.91376   -919.11957   ...  -20.666283   -17.627941
    2.9337947]"
1018_IEO_HAP_MD,NEU,"[-9.2272626e+02 -9.2272626e+02 -9.1906683e+02 ...  1.9286995e-01
  5.5525761e+00  1.9522646e-01]"
1018_IEO_HAP_HI,DIS,"[-798.92163   -798.92163   -798.92163   ...   -3.9334154  -15.80806
   -9.448994 ]"
1018_IEO_SAD_LO,SAD,"[-932.00525   -932.00525   -900.79      ...   -5.6332436    3.9648702
   -3.1088176]"
1018_IEO_SAD_MD,SAD,"[-1.01947186e+03 -1.01841364e+03 -9.80023071e+02 ...  9.14684236e-01
 -2.78189898e+00  3.34470224e+00]"
1018_IEO_SAD_HI,SAD,"[-9.1944397e+02 -9.1944397e+02 -9.1177179e+02 ...  3.2175846e+00
 -1.1509600e+00  4.0712237e-01]"
1018_IEO_ANG_LO,DIS,"[-900.2063   -900.2063   -886.9222   ...   -7.158016   -8.310321
  -15.676013]"
1018_IEO_ANG_MD,DIS,"[-8.2495337e+02 -8.2495337e+02 -8.2495337e+02 ...  8.9718599e+00
  5.8517694e-01 -9.6771784e+00]"
1018_IEO_ANG_HI,ANG,"[-694.4695    -694.4695    -694.4695    ...   -4.436756    -8.153406
    0.7252741]"
1018_IEO_FEA_LO,NEU,"[-955.4024    -955.4024    -933.5624    ...    9.238081     3.2179518
  -12.79651  ]"
1018_IEO_FEA_MD,SAD,"[-917.6031    -917.6031    -887.2032    ...    4.1220474   10.919708
    6.4717736]"
1018_IEO_FEA_HI,FEA,"[-803.15454  -803.15454  -803.15454  ...   -5.618989  -14.549494
  -14.188433]"
1018_IEO_DIS_LO,DIS,"[-1024.743     -1022.9944     -882.6118    ...     1.7411594   -17.296385
   -17.237768 ]"
1018_IEO_DIS_MD,DIS,"[-879.5768   -879.5768   -874.45105  ...   -6.381669  -14.56426
   -6.633252]"
1018_IEO_DIS_HI,ANG,"[-893.4546    -893.4546    -887.1086    ...    1.4576373   -1.652056
   -3.4648876]"
1018_TIE_NEU_XX,NEU,"[-9.5861255e+02 -9.5861255e+02 -9.4248511e+02 ...  4.6205325e+00
 -5.7591038e+00 -4.2019415e-01]"
1018_TIE_HAP_XX,NEU,"[-8.601658e+02 -8.601658e+02 -8.599447e+02 ...  4.955290e-01  4.832736e+00
  1.685075e+00]"
